,Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
1,2016,"38,128",20.060,19.720,20.594,3.8289999999999997,117,7.6,6.2,0.10302,10.533,94.87,11.81947,97.105,NATURE CELL BIOLOGY
2,2015,"35,807",18.699,18.398,20.001,3.932,133,7.3,6.3,0.1044,10.197,95.49,11.89901,97.059,NATURE CELL BIOLOGY
3,2014,"35,734",19.679,19.457,20.688,4.812,117,6.7,5.9,0.12531,10.855,91.45,14.03445,97.011,NATURE CELL BIOLOGY
4,2013,"34,482",20.058,19.714,21.241,4.295,139,6.4,5.7,0.14273,11.687,94.96,15.73179,96.486,NATURE CELL BIOLOGY
5,2012,"32,221",20.761,20.404,20.691,3.97,132,6.0,5.5,0.14257,10.913,90.91,Not Available,97.027,NATURE CELL BIOLOGY
6,2011,"29,959",19.488,19.188,20.116,4.912,159,5.7,5.3,0.15877,11.651,93.71,Not Available,96.961,NATURE CELL BIOLOGY
7,2010,"28,409",19.407,19.150,19.578,5.562,130,5.5,5.3,0.16608,11.445,98.46,Not Available,96.91,NATURE CELL BIOLOGY
8,2009,"25,557",19.527,19.267,19.062,4.144,167,5.4,5.2,0.17676,11.962,95.81,Not Available,96.605,NATURE CELL BIOLOGY
9,2008,"22,676",17.774,17.551,17.637,5.145,145,5.2,4.9,0.16986,10.872,99.31,Not Available,97.134,NATURE CELL BIOLOGY
10,2007,"20,639",17.623,17.321,17.332,4.3469999999999995,147,4.9,4.7,0.18735,10.978,96.6,Not Available,97.115,NATURE CELL BIOLOGY
11,2006,"19,266",18.485,18.215,Not Available,4.448,154,4.5,4.3,Not Available,Not Available,97.4,Not Available,97.115,NATURE CELL BIOLOGY
12,2005,"17,741",19.717,19.453,Not Available,3.948,135,3.9,4.1,Not Available,Not Available,94.81,Not Available,97.059,NATURE CELL BIOLOGY
13,2004,"16,704",20.649,20.325,Not Available,4.93,129,3.3,4.1,Not Available,Not Available,93.02,Not Available,97.742,NATURE CELL BIOLOGY
14,2003,"13,812",20.268,19.863,Not Available,4.909,143,2.7,3.8,Not Available,Not Available,92.31,Not Available,97.115,NATURE CELL BIOLOGY
15,2002,"10,609",18.285,17.858,Not Available,5.5,168,2.2,3.9,Not Available,Not Available,91.07,Not Available,95.752,NATURE CELL BIOLOGY
16,2001,"7,016",21.944,21.337,Not Available,4.54,237,1.7,3.8,Not Available,Not Available,94.94,Not Available,98.079,NATURE CELL BIOLOGY
17,2000,"2,783",11.939,11.638,Not Available,3.469,239,1.3,3.5,Not Available,Not Available,97.07,Not Available,95.075,NATURE CELL BIOLOGY
18,1999,289,Not Available,Not Available,Not Available,1.755,163,0.5,3.1,Not Available,Not Available,94.48,Not Available,1.665,NATURE CELL BIOLOGY
0,2017,"178,348",12.353,11.998,13.691,1.829,"4,316",3.0,6.8,0.9259999999999999,5.685,99.72,108.17600,96.094,Nature Communications
1,2016,"123,958",12.124,11.814,13.092,1.993,"3,534",2.5,6.9,0.7216899999999999,5.735,99.77,82.76768,96.094,Nature Communications
2,2015,"75,139",11.329,10.995,12.001,2.0780000000000003,"3,192",2.2,6.5,0.47684,5.543,99.78,54.35056,96.032,Nature Communications
3,2014,"39,396",11.470,11.097,11.904,1.706,"2,788",1.9,6.4,0.26326,5.723,99.75,29.48484,95.614,Nature Communications
4,2013,"17,193",10.742,10.477,11.023,1.7209999999999999,"1,591",1.9,6.3,0.12330999999999999,5.667,100.0,13.59167,95.455,Nature Communications
5,2012,"7,322",10.015,9.893,10.020,2.096,612,1.6,6.1,0.0588,5.611,99.51,Not Available,95.536,Nature Communications
6,2011,"1,859",7.396,7.308,7.396,1.659,451,1.2,6.2,0.01222,4.473,99.11,Not Available,93.75,Nature Communications
7,2010,95,Not Available,Not Available,Not Available,0.591,149,Not Available,5.5,0.0,Not Available,97.99,Not Available,0.847,Nature Communications
0,2017,"75,461",32.621,32.357,33.409,7.247999999999999,149,8.2,5.4,0.172,15.150,93.96,20.08500,99.555,NATURE MEDICINE
1,2016,"70,491",29.886,29.476,32.261,6.7010000000000005,157,8.1,5.0,0.17847,14.878,96.82,20.47254,99.259,NATURE MEDICINE
2,2015,"65,230",30.357,30.04,28.439,5.994,162,8.2,5.2,0.16179,12.999,92.59,18.44069,99.541,NATURE MEDICINE
3,2014,"62,572",28.223000000000003,27.985,27.504,5.935,155,7.9,5.5,0.1629,12.480,95.48,18.24483,99.124,NATURE MEDICINE
4,2013,"60,002",28.054000000000002,27.747,26.501,5.817,175,7.8,5.0,0.16292,12.300,88.57,17.95738,99.243,NATURE MEDICINE
5,2012,"57,350",24.302,23.987,27.139,5.763,186,7.8,5.3,0.16402,12.390,91.94,Not Available,98.764,NATURE MEDICINE
6,2011,"54,228",22.462,22.095,26.418,5.15,187,7.5,4.9,0.16542,12.156,92.51,Not Available,98.735,NATURE MEDICINE
7,2010,"53,666",25.43,25.151,27.887,5.377000000000001,151,7.1,4.9,0.1806,12.479,95.36,Not Available,98.709,NATURE MEDICINE
8,2009,"49,928",27.136,26.853,27.991,5.143,154,6.6,5.2,0.19383,12.254,100.0,Not Available,99.012,NATURE MEDICINE
9,2008,"48,632",27.553,27.32,28.965,5.546,141,6.1,4.9,0.22687,12.958,97.87,Not Available,98.965,NATURE MEDICINE
10,2007,"45,986",26.381999999999998,26.13,29.567,6.3420000000000005,149,5.7,4.5,0.23469,12.745,97.32,Not Available,98.943,NATURE MEDICINE
11,2006,"43,664",28.588,28.311999999999998,Not Available,5.261,153,5.3,4.4,Not Available,Not Available,97.39,Not Available,98.928,NATURE MEDICINE
12,2005,"40,386",28.878,28.546,Not Available,6.6,155,5.0,4.2,Not Available,Not Available,95.48,Not Available,98.905,NATURE MEDICINE
13,2004,"38,657",31.223000000000003,30.776,Not Available,5.72,168,4.7,3.8,Not Available,Not Available,89.88,Not Available,99.251,NATURE MEDICINE
14,2003,"35,913",30.55,30.013,Not Available,6.749,167,4.4,4.2,Not Available,Not Available,90.42,Not Available,99.256,NATURE MEDICINE
15,2002,"31,696",28.74,28.388,Not Available,6.912000000000001,137,4.0,3.9,Not Available,Not Available,89.78,Not Available,99.478,NATURE MEDICINE
16,2001,"28,481",27.906,27.401999999999997,Not Available,6.481,156,3.6,3.7,Not Available,Not Available,94.23,Not Available,99.167,NATURE MEDICINE
17,2000,"25,436",27.905,27.364,Not Available,5.749,171,3.3,3.8,Not Available,Not Available,95.91,Not Available,99.166,NATURE MEDICINE
18,1999,"20,043",26.584,26.105999999999998,Not Available,6.2,165,2.9,3.8,Not Available,Not Available,98.79,Not Available,99.144,NATURE MEDICINE
19,1998,"14,875",27.93,27.357,Not Available,5.489,178,2.4,3.8,Not Available,Not Available,94.94,Not Available,99.126,NATURE MEDICINE
20,1997,"9,597",28.114,27.545,Not Available,5.693,166,1.9,3.5,Not Available,Not Available,95.78,Not Available,99.013,NATURE MEDICINE
0,2017,"59,426",19.912,19.396,19.188,5.016,182,8.1,6.6,0.154,10.100,92.31,17.93900,99.425,NATURE NEUROSCIENCE
1,2016,"54,399",17.839,17.398,17.398,4.586,198,8.0,6.2,0.1604,9.852,87.88,18.41887,99.421,NATURE NEUROSCIENCE
2,2015,"51,112",16.724,16.245,16.874,4.1,221,7.8,6.6,0.15468,9.141,91.4,17.63094,98.633,NATURE NEUROSCIENCE
3,2014,"50,204",16.095,15.655,17.154,4.276,221,7.7,6.2,0.15492,8.821,88.24,17.35136,98.214,NATURE NEUROSCIENCE
4,2013,"46,095",14.976,14.636,16.273,3.725,236,7.4,6.5,0.15123,8.604,92.37,16.66876,97.817,NATURE NEUROSCIENCE
5,2012,"42,519",15.251,14.868,16.412,2.8819999999999997,228,7.1,6.6,0.1555,8.644,91.67,Not Available,97.817,NATURE NEUROSCIENCE
6,2011,"39,636",15.531,15.182,16.289,3.54,226,6.6,6.3,0.15963,8.618,95.13,Not Available,98.566,NATURE NEUROSCIENCE
7,2010,"35,315",14.191,13.847,16.190,3.202,208,6.1,6.0,0.17608,8.787,97.12,Not Available,98.117,NATURE NEUROSCIENCE
8,2009,"32,677",14.345,13.969,16.617,3.1060000000000003,208,5.7,6.1,0.19109,9.055,97.6,Not Available,98.052,NATURE NEUROSCIENCE
9,2008,"29,226",14.164,13.841,16.825,3.2969999999999997,185,5.1,6.1,0.19666,9.120,97.84,Not Available,98.416,NATURE NEUROSCIENCE
10,2007,"26,368",15.664,15.313,17.067,2.98,203,4.9,5.8,0.19276,8.934,92.61,Not Available,98.341,NATURE NEUROSCIENCE
11,2006,"22,657",14.805,14.447,Not Available,3.262,206,4.5,5.8,Not Available,Not Available,99.51,Not Available,98.25,NATURE NEUROSCIENCE
12,2005,"18,853",15.456,15.030,Not Available,3.056,231,4.2,5.3,Not Available,Not Available,96.54,Not Available,98.75,NATURE NEUROSCIENCE
13,2004,"16,223",16.980,16.579,Not Available,3.0789999999999997,189,3.8,5.2,Not Available,Not Available,97.35,Not Available,98.737,NATURE NEUROSCIENCE
14,2003,"13,425",15.141,14.762,Not Available,3.597,144,3.3,5.2,Not Available,Not Available,94.44,Not Available,98.737,NATURE NEUROSCIENCE
15,2002,"10,210",14.857,14.450,Not Available,2.386,207,2.7,4.9,Not Available,Not Available,91.3,Not Available,98.731,NATURE NEUROSCIENCE
16,2001,"7,330",15.668,14.751,Not Available,2.6839999999999997,196,2.2,4.9,Not Available,Not Available,93.88,Not Available,98.232,NATURE NEUROSCIENCE
17,2000,"4,043",12.636,12.346,Not Available,5.381,84,1.8,5.4,Not Available,Not Available,98.81,Not Available,97.783,NATURE NEUROSCIENCE
18,1999,"1,512",8.863,8.581,Not Available,3.06,151,1.3,4.9,Not Available,Not Available,98.01,Not Available,96.269,NATURE NEUROSCIENCE
19,1998,123,Not Available,Not Available,Not Available,1.051,117,0.5,4.7,Not Available,Not Available,97.44,Not Available,0.743,NATURE NEUROSCIENCE
0,2017,"43,667",35.612,35.267,47.918,10.0,54,8.4,6.1,0.095,22.807,9.26,11.15500,99.737,NATURE REVIEWS MOLECULAR CELL BIOLOGY
1,2016,"40,565",46.602,46.355,43.310,6.018,57,8.0,5.7,0.09573,21.264,17.54,10.97353,99.737,NATURE REVIEWS MOLECULAR CELL BIOLOGY
2,2015,"36,784",38.602,38.325,40.923,4.915,59,7.4,5.9,0.09931,20.269,13.56,11.31968,99.733,NATURE REVIEWS MOLECULAR CELL BIOLOGY
3,2014,"35,928",37.806,37.496,41.496,7.797000000000001,59,6.9,5.7,0.11242,20.763,13.56,12.59153,99.728,NATURE REVIEWS MOLECULAR CELL BIOLOGY
4,2013,"34,124",36.458,36.206,42.584,6.312,64,6.3,5.3,0.13374,22.235,21.88,14.74035,99.73,NATURE REVIEWS MOLECULAR CELL BIOLOGY
5,2012,"31,341",37.162,36.860,44.026,5.985,65,5.7,5.1,0.14944,22.576,24.62,Not Available,99.73,NATURE REVIEWS MOLECULAR CELL BIOLOGY
6,2011,"29,222",39.123,38.657,42.508,6.5,66,5.1,5.0,0.17417,23.861,24.24,Not Available,99.724,NATURE REVIEWS MOLECULAR CELL BIOLOGY
7,2010,"26,838",38.650,38.175,41.578,6.4,70,4.7,5.0,0.18576,23.468,11.43,Not Available,99.719,NATURE REVIEWS MOLECULAR CELL BIOLOGY
8,2009,"24,057",42.198,41.754,38.260,6.307,75,4.4,4.5,0.19024,21.973,24.0,Not Available,99.691,NATURE REVIEWS MOLECULAR CELL BIOLOGY
9,2008,"19,628",35.423,34.970,34.221,7.2379999999999995,84,4.0,4.7,0.17836,19.970,0.0,Not Available,99.682,NATURE REVIEWS MOLECULAR CELL BIOLOGY
10,2007,"16,584",31.921,31.381,32.422,6.205,83,4.0,4.1,0.17791,19.323,0.0,Not Available,99.679,NATURE REVIEWS MOLECULAR CELL BIOLOGY
11,2006,"14,132",31.354,31.018,Not Available,3.8939999999999997,85,3.6,3.9,Not Available,Not Available,1.18,Not Available,99.679,NATURE REVIEWS MOLECULAR CELL BIOLOGY
12,2005,"11,438",29.852,29.419,Not Available,6.225,80,3.2,3.9,Not Available,Not Available,0.0,Not Available,99.673,NATURE REVIEWS MOLECULAR CELL BIOLOGY
13,2004,"9,446",33.170,32.789,Not Available,4.167,84,2.8,4.0,Not Available,Not Available,0.0,Not Available,99.677,NATURE REVIEWS MOLECULAR CELL BIOLOGY
14,2003,"6,588",35.041,34.646,Not Available,4.831,71,2.3,4.2,Not Available,Not Available,0.0,Not Available,99.679,NATURE REVIEWS MOLECULAR CELL BIOLOGY
15,2002,"3,226",26.170,25.651,Not Available,3.4589999999999996,85,1.6,4.0,Not Available,Not Available,0.0,Not Available,98.366,NATURE REVIEWS MOLECULAR CELL BIOLOGY
16,2001,722,20.556,19.388,Not Available,3.734,94,1.0,3.4,Not Available,Not Available,0.0,Not Available,97.236,NATURE REVIEWS MOLECULAR CELL BIOLOGY
17,2000,1,Not Available,Not Available,Not Available,0.055999999999999994,18,Not Available,2.7,Not Available,Not Available,0.0,Not Available,1.594,NATURE REVIEWS MOLECULAR CELL BIOLOGY
0,2017,"8,097",19.819,19.590,20.895,4.78,50,4.3,5.6,0.027999999999999997,7.630,10.0,3.27800,99.239,Nature Reviews Neurology
1,2016,"6,557",20.257,20.152,18.755,3.6039999999999996,53,3.7,5.7,0.02694,6.962,13.21,3.09446,99.227,Nature Reviews Neurology
2,2015,"5,336",18.418,18.154,17.358,3.404,52,3.6,5.7,0.02762,6.666,13.46,3.14811,99.223,Nature Reviews Neurology
3,2014,"4,264",15.358,15.119,15.380,3.0380000000000003,53,3.3,5.5,0.02429,5.751,11.32,2.72056,99.219,Nature Reviews Neurology
4,2013,"3,257",14.103,13.925,14.785,2.719,57,3.0,6.4,0.018940000000000002,5.438,15.79,2.08736,98.711,Nature Reviews Neurology
5,2012,"2,295",15.518,15.258,13.994,1.6540000000000001,52,2.4,6.0,0.014740000000000001,5.374,5.77,Not Available,99.223,Nature Reviews Neurology
6,2011,"1,390",12.461,12.303,12.480,1.909,55,1.7,5.5,0.00922,4.928,20.0,Not Available,99.219,Nature Reviews Neurology
7,2010,502,6.511,6.288,6.533,3.5260000000000002,57,1.2,5.1,0.00227,2.605,15.79,Not Available,95.405,Nature Reviews Neurology
8,2009,22,Not Available,Not Available,Not Available,0.55,40,Not Available,5.4,0.0,Not Available,15.0,Not Available,0.898,Nature Reviews Neurology
0,2017,"40,834",32.635,32.426,38.691,8.074,54,8.9,7.0,0.07,17.030,7.41,8.16500,99.808,NATURE REVIEWS NEUROSCIENCE
1,2016,"36,952",28.880,28.581,37.257,5.5089999999999995,57,8.4,6.6,0.07123,17.196,7.02,8.17902,99.807,NATURE REVIEWS NEUROSCIENCE
2,2015,"33,792",29.298,29.033,35.142,5.603,58,8.0,6.4,0.07244,16.183,6.9,8.25667,99.805,NATURE REVIEWS NEUROSCIENCE
3,2014,"32,989",31.427,31.201,38.997,3.7119999999999997,59,7.4,7.0,0.08289,16.894,5.08,9.28371,99.802,NATURE REVIEWS NEUROSCIENCE
4,2013,"30,120",31.376,31.091,37.472,6.1610000000000005,62,6.9,6.5,0.08887,16.773,3.23,9.79526,99.802,NATURE REVIEWS NEUROSCIENCE
5,2012,"26,938",31.673,31.194,35.888,5.065,62,6.5,6.1,0.09338,16.201,1.61,Not Available,99.802,NATURE REVIEWS NEUROSCIENCE
6,2011,"24,316",30.445,30.131,34.187,5.085,47,5.9,5.5,0.10612,16.117,4.26,Not Available,99.795,NATURE REVIEWS NEUROSCIENCE
7,2010,"21,755",29.510,29.076,32.753,4.8,65,5.4,5.9,0.11197,15.642,26.15,Not Available,99.791,NATURE REVIEWS NEUROSCIENCE
8,2009,"18,553",26.483,26.186,29.814,4.361000000000001,72,5.0,6.3,0.11425,14.797,4.17,Not Available,99.784,NATURE REVIEWS NEUROSCIENCE
9,2008,"15,642",25.940,25.496,27.678,4.859,71,4.6,5.5,0.11399,13.939,0.0,Not Available,99.321,NATURE REVIEWS NEUROSCIENCE
10,2007,"13,082",24.520,24.118,26.723,3.5810000000000004,74,4.2,5.1,0.11387,13.309,0.0,Not Available,99.289,NATURE REVIEWS NEUROSCIENCE
11,2006,"10,878",23.054,22.617,Not Available,3.61,77,3.9,4.8,Not Available,Not Available,0.0,Not Available,99.25,NATURE REVIEWS NEUROSCIENCE
12,2005,"8,447",20.951,20.419,Not Available,3.293,75,3.4,5.2,Not Available,Not Available,0.0,Not Available,99.25,NATURE REVIEWS NEUROSCIENCE
13,2004,"6,449",21.225,20.619,Not Available,3.23,74,3.0,5.3,Not Available,Not Available,0.0,Not Available,99.242,NATURE REVIEWS NEUROSCIENCE
14,2003,"4,657",27.007,26.255,Not Available,2.812,69,2.3,4.7,Not Available,Not Available,0.0,Not Available,99.242,NATURE REVIEWS NEUROSCIENCE
15,2002,"2,317",24.047,23.070,Not Available,3.116,86,1.6,4.4,Not Available,Not Available,0.0,Not Available,99.239,NATURE REVIEWS NEUROSCIENCE
16,2001,498,14.353,11.764,Not Available,3.721,68,1.0,4.3,Not Available,Not Available,0.0,Not Available,97.222,NATURE REVIEWS NEUROSCIENCE
17,2000,11,Not Available,Not Available,Not Available,0.647,17,Not Available,3.8,Not Available,Not Available,0.0,Not Available,1.724,NATURE REVIEWS NEUROSCIENCE
0,2017,"27,547",13.333,13.094000000000001,12.816,3.445,128,7.8,6.9,0.082,7.791,95.31,9.55100,96.549,NATURE STRUCTURAL & MOLECULAR BIOLOGY
1,2016,"26,851",12.595,12.389000000000001,12.170,3.263,137,7.3,6.2,0.0928,7.746,92.7,10.64200,96.26,NATURE STRUCTURAL & MOLECULAR BIOLOGY
2,2015,"25,671",13.338,13.105,11.681,3.819,127,6.8,6.4,0.10397,7.489,96.06,11.85012,97.262,NATURE STRUCTURAL & MOLECULAR BIOLOGY
3,2014,"26,673",13.309000000000001,13.06,12.479,3.424,132,6.5,6.1,0.11474,7.480,93.94,12.85113,96.485,NATURE STRUCTURAL & MOLECULAR BIOLOGY
4,2013,"25,691",11.633,11.272,12.338,3.989,182,6.2,6.0,0.11795,7.452,94.51,13.00068,95.346,NATURE STRUCTURAL & MOLECULAR BIOLOGY
5,2012,"24,299",11.902000000000001,11.588,12.307,2.576,184,6.2,5.8,0.12272,7.588,95.65,Not Available,95.383,NATURE STRUCTURAL & MOLECULAR BIOLOGY
6,2011,"22,401",12.712,12.415,12.114,2.885,208,6.1,6.2,0.12286,7.709,99.04,Not Available,96.344,NATURE STRUCTURAL & MOLECULAR BIOLOGY
7,2010,"21,255",13.685,13.290999999999999,12.481,2.967,212,5.9,5.9,0.12645,8.037,98.11,Not Available,96.591,NATURE STRUCTURAL & MOLECULAR BIOLOGY
8,2009,"19,458",12.273,11.995999999999999,11.670,3.5610000000000004,180,6.0,5.3,0.13241,8.095,98.33,Not Available,95.712,NATURE STRUCTURAL & MOLECULAR BIOLOGY
9,2008,"17,436",10.987,10.543,10.799,2.764,165,6.1,5.3,0.11742,7.017,96.36,Not Available,94.778,NATURE STRUCTURAL & MOLECULAR BIOLOGY
10,2007,"16,577",11.085,10.75,11.004,3.025,160,5.8,4.8,0.12194,7.136,95.63,Not Available,95.147,NATURE STRUCTURAL & MOLECULAR BIOLOGY
11,2006,"15,525",11.502,11.222999999999999,Not Available,2.9010000000000002,151,5.6,4.9,Not Available,Not Available,99.34,Not Available,95.108,NATURE STRUCTURAL & MOLECULAR BIOLOGY
12,2005,"15,075",12.19,11.905999999999999,Not Available,3.045,154,5.2,5.0,Not Available,Not Available,98.05,Not Available,96.293,NATURE STRUCTURAL & MOLECULAR BIOLOGY
13,2004,"14,816",12.0,11.789000000000001,Not Available,3.3680000000000003,155,4.7,4.8,Not Available,Not Available,97.42,Not Available,95.442,NATURE STRUCTURAL & MOLECULAR BIOLOGY
0,2017,"710,767",41.577,41.015,44.959,9.7,836,10.8,6.0,1.355,22.537,95.93,158.27100,99.219,NATURE
1,2016,"671,254",40.137,39.533,43.769,9.129,879,>10.0,6.0,1.43257,22.987,95.9,164.32121,99.219,NATURE
2,2015,"627,846",38.138000000000005,37.546,41.458,9.517999999999999,897,>10.0,5.8,1.44256,22.215,94.87,164.42322,99.206,NATURE
3,2014,"617,363",41.456,40.821,41.296,9.585,862,>10.0,5.6,1.49869,21.960,96.06,167.85370,99.123,NATURE
4,2013,"590,324",42.351000000000006,41.65,40.783,8.457,857,9.8,5.4,1.60305,22.184,96.73,176.68864,99.091,NATURE
5,2012,"554,745",38.597,37.955999999999996,38.159,9.243,869,9.6,5.2,1.56539,20.801,96.09,Not Available,99.107,NATURE
6,2011,"526,505",36.28,35.707,36.235,9.69,841,9.4,5.1,1.65524,20.373,95.6,Not Available,99.107,NATURE
7,2010,"511,248",36.104,35.527,35.248,8.792,862,9.1,5.2,1.7352,19.306,95.71,Not Available,99.153,NATURE
8,2009,"483,039",34.48,33.855,32.906,8.209,866,8.9,5.1,1.74605,18.062,92.38,Not Available,99.0,NATURE
9,2008,"443,967",31.434,30.864,31.210,8.193999999999999,899,8.5,4.9,1.76345,17.279,94.66,Not Available,98.81,NATURE
10,2007,"417,228",28.750999999999998,28.263,30.616,7.385,841,8.0,4.8,1.8387,16.996,93.7,Not Available,99.0,NATURE
11,2006,"390,690",26.680999999999997,26.06,Not Available,6.789,962,7.8,4.6,Not Available,Not Available,94.07,Not Available,97.0,NATURE
12,2005,"372,784",29.273000000000003,28.645,Not Available,5.825,"1,065",7.5,4.7,Not Available,Not Available,94.74,Not Available,96.875,NATURE
13,2004,"363,374",32.181999999999995,31.535,Not Available,6.0889999999999995,878,7.2,4.6,Not Available,Not Available,97.61,Not Available,98.889,NATURE
14,2003,"343,528",30.979,30.345,Not Available,6.678999999999999,859,7.0,4.5,Not Available,Not Available,94.76,Not Available,98.913,NATURE
15,2002,"326,546",30.432,29.79,Not Available,7.504,889,6.9,4.3,Not Available,Not Available,92.58,Not Available,98.958,NATURE
16,2001,"315,640",27.955,27.299,Not Available,7.734,939,6.9,4.5,Not Available,Not Available,93.18,Not Available,98.889,NATURE
17,2000,"306,184",25.814,25.154,Not Available,4.388999999999999,"1,315",6.8,4.2,Not Available,Not Available,96.12,Not Available,98.98,NATURE
18,1999,"303,563",29.491,28.84,Not Available,4.956,"1,016",6.7,4.1,Not Available,Not Available,98.23,Not Available,99.038,NATURE
19,1998,"288,026",28.833000000000002,28.086,Not Available,5.947,980,6.6,4.3,Not Available,Not Available,98.06,Not Available,99.194,NATURE
20,1997,"269,100",27.368000000000002,26.58,Not Available,6.322,936,6.5,4.0,Not Available,Not Available,98.61,Not Available,99.107,NATURE
0,2017,"10,086",7.197,6.507999999999999,5.225,0.8320000000000001,155,9.2,8.2,0.015,1.501,99.35,1.78400,93.994,NEURAL NETWORKS
1,2016,"8,741",5.287000000000001,4.727,4.028,0.7909999999999999,129,9.9,8.2,0.01023,0.986,100.0,1.17408,89.768,NEURAL NETWORKS
2,2015,"6,902",3.216,2.7560000000000002,2.890,1.0270000000000001,150,9.8,8.7,0.00958,0.913,96.0,1.09220,74.617,NEURAL NETWORKS
3,2014,"6,625",2.708,2.356,2.729,0.6990000000000001,136,10.0,8.1,0.00934,0.835,99.26,1.04595,65.803,NEURAL NETWORKS
4,2013,"6,135",2.076,1.821,2.516,0.5,160,10.0,9.6,0.00899,0.785,100.0,0.99128,55.253,NEURAL NETWORKS
5,2012,"5,802",1.9269999999999998,1.695,2.501,0.345,165,>10.0,9.3,0.00925,0.856,100.0,Not Available,51.635,NEURAL NETWORKS
6,2011,"5,336",2.182,2.066,2.477,0.318,110,9.9,9.1,0.01073,0.918,100.0,Not Available,56.771,NEURAL NETWORKS
7,2010,"5,825",1.972,1.889,2.670,0.293,123,>10.0,9.4,0.01061,0.868,99.19,Not Available,50.793,NEURAL NETWORKS
8,2009,"6,488",1.879,1.775,3.012,0.616,146,9.7,7.9,0.01187,0.968,96.58,Not Available,64.563,NEURAL NETWORKS
9,2008,"5,706",2.656,2.531,2.838,0.20800000000000002,144,9.0,8.3,0.01182,0.930,99.31,Not Available,84.574,NEURAL NETWORKS
10,2007,"4,552",1.9509999999999998,1.8719999999999999,2.618,0.42700000000000005,96,8.5,8.8,0.01394,1.061,97.92,Not Available,80.108,NEURAL NETWORKS
11,2006,"4,192",2.0,1.8319999999999999,Not Available,0.305,128,8.3,7.8,Not Available,Not Available,94.53,Not Available,81.765,NEURAL NETWORKS
12,2005,"3,626",1.665,1.5659999999999998,Not Available,0.069,116,7.7,7.9,Not Available,Not Available,98.28,Not Available,67.722,NEURAL NETWORKS
13,2004,"3,474",1.736,1.5919999999999999,Not Available,0.248,105,8.3,7.9,Not Available,Not Available,97.14,Not Available,75.0,NEURAL NETWORKS
14,2003,"3,160",1.774,1.621,Not Available,0.14800000000000002,128,8.4,7.7,Not Available,Not Available,98.44,Not Available,77.273,NEURAL NETWORKS
15,2002,"2,626",1.557,1.3940000000000001,Not Available,0.341,88,8.3,7.7,Not Available,Not Available,92.05,Not Available,84.459,NEURAL NETWORKS
16,2001,"2,479",1.431,1.281,Not Available,0.17600000000000002,102,7.6,7.8,Not Available,Not Available,97.06,Not Available,84.028,NEURAL NETWORKS
17,2000,"2,481",1.2209999999999999,1.09,Not Available,0.157,83,7.6,6.9,Not Available,Not Available,97.59,Not Available,82.394,NEURAL NETWORKS
18,1999,"2,410",1.122,1.016,Not Available,0.105,105,7.1,7.2,Not Available,Not Available,98.1,Not Available,80.159,NEURAL NETWORKS
19,1998,"2,226",1.0170000000000001,0.8740000000000001,Not Available,0.071,126,6.6,7.3,Not Available,Not Available,98.41,Not Available,76.613,NEURAL NETWORKS
