Citing Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
10878, ,T ROY ENT SOC LONDON,5,0,0,0,0,0,0,0,0,0,0,5
10879,0.500,T ROY SOC SOUTH AUST,5,0,0,0,0,0,0,0,0,0,0,5
10880, ,TECHNOL REV,5,0,0,0,1,1,0,0,0,0,0,3
10881, ,TELLUS,5,0,0,0,0,0,0,0,0,0,0,5
10882, ,TERM GUID GLAUC,5,0,0,0,4,0,0,0,0,0,1,0
10883, ,TEST PROC INREMO,5,0,2,0,0,3,0,0,0,0,0,0
10884, ,TETRAHEDRON-ASYMMETR,5,0,0,0,0,0,0,0,1,2,0,2
10885, ,THEOR ECOL SER,5,0,0,0,0,0,0,0,0,0,3,2
10886, ,THEOR MED BIOETH,5,1,0,0,0,0,1,1,0,0,1,1
10887, ,THEORISING SOC EX,5,0,0,0,0,0,0,0,0,4,0,1
10888,1.830,THORAC SURG CLIN,5,0,0,2,0,2,0,0,0,0,1,0
10889,1.216,TISSUE ENG REGEN MED,5,0,3,0,0,1,0,1,0,0,0,0
10890, ,TOBACCO ATLAS,5,0,0,1,1,1,0,0,0,0,0,2
10891, ,TOP GRAND STAIRCASE,5,0,0,0,0,5,0,0,0,0,0,0
10892, ,TOPGO ENRICHMENT ANA,5,0,1,0,0,0,0,0,3,0,0,1
10893, ,TOPICS HIV MED,5,0,0,0,0,0,0,0,0,2,0,3
10894, ,TOX GOND MOD AP,5,0,0,0,4,0,0,0,0,0,0,1
10895, ,TOXICOL REP,5,0,3,2,0,0,0,0,0,0,0,0
10896, ,TOXOPLASMOSIS ANIM,5,0,0,0,0,0,0,0,4,1,0,0
10897, ,TRACKING ENV CHANGE,5,0,0,0,0,0,2,0,0,0,0,3
10898,1.136,TREE-RING RES,5,0,0,0,1,1,0,0,0,0,0,3
10899, ,TRIALS VACCINOL,5,0,0,1,1,3,0,0,0,0,0,0
10900, ,TROP GASTROENTEROL,5,0,0,0,0,0,0,0,0,0,2,3
10901, ,TROP PEST MANAGE,5,0,0,0,0,0,0,0,0,0,0,5
10902, ,TROP RAIN FOREST,5,0,0,0,0,0,0,1,0,0,0,4
10903,0.778,TROP ZOOL,5,0,0,0,0,0,0,0,0,0,0,5
10904,1.365,TSINGHUA SCI TECHNOL,5,0,1,1,0,0,1,0,1,0,1,0
10905, ,TUBERK TORAK,5,0,0,0,1,1,1,1,0,1,0,0
10906, ,TUNISIE MED,5,0,1,0,0,0,0,0,3,0,0,1
10907,0.650,TURK J HEMATOL,5,0,2,0,1,1,0,1,0,0,0,0
10908, ,TURK KLIN TIP BILIM,5,0,0,0,0,0,1,0,2,2,0,0
10909, ,TXB MED PHYSL,5,0,0,1,0,0,0,0,0,0,0,4
10910, ,U KANS SCI BULL,5,0,0,0,0,0,0,0,0,0,0,5
10911, ,UG DEM HLTH SURV 201,5,1,0,0,0,0,4,0,0,0,0,0
10912,1.492,UHOD-ULUSLAR HEMATOL,5,0,1,1,0,1,0,0,1,0,1,0
10913,1.021,ULTRASOUND Q,5,0,2,0,0,0,0,0,1,0,1,1
10914, ,UNIV SCI,5,0,0,2,1,0,0,0,0,0,0,2
10915, ,US FISH WLD S FISH B,5,0,0,0,0,0,0,0,0,0,0,5
10916, ,USERS GUIDE GEN HLTH,5,0,0,0,0,0,0,0,0,0,0,5
10917, ,VARIOUS CONTRIVANCES,5,0,0,0,0,0,0,0,0,0,0,5
10918, ,VEGETATIVE PROPAGATI,5,0,5,0,0,0,0,0,0,0,0,0
10919, ,VESTN ZOOL,5,0,0,1,1,1,0,0,1,0,0,1
10920, ,VET CLIN N AM EXOTIC,5,0,0,0,0,0,0,0,0,1,1,3
10921, ,VOL MED MAL CIRC HIV,5,0,2,1,0,0,1,0,0,0,0,1
10922, ,VOLITION PERSONALITY,5,0,0,0,0,0,0,0,0,0,0,5
10923,1.874,WASTE BIOMASS VALORI,5,0,0,1,0,1,1,2,0,0,0,0
10924, ,WELL BEING FDN HEDON,5,0,0,0,0,0,0,0,0,0,0,5
10925, ,WEST J APPL FOR,5,0,0,0,0,0,0,0,0,1,0,4
10926, ,WHO REC PREV TREATM,5,0,0,0,0,0,1,4,0,0,0,0
10927, ,WHO VACC PREV DIS MO,5,0,2,1,2,0,0,0,0,0,0,0
10928,0.224,WIEN TIERARZTL MONAT,5,0,0,0,0,5,0,0,0,0,0,0
10929, ,WILD CROP REL GEN,5,0,0,0,0,0,0,5,0,0,0,0
10930, ,WILDLIFE CONSERVATIO,5,0,0,0,0,0,0,0,0,0,0,5
10931, ,WILDLIFE RECREATIONI,5,0,0,0,0,0,0,0,0,0,0,5
10932, ,WOMEN STUD INT FORUM,5,0,0,0,1,0,0,0,3,0,0,1
10933, ,WORLD CANCER REPORT,5,0,0,0,4,0,0,0,0,0,0,1
10934, ,WORLD DAT PROT AR WD,5,0,0,2,2,0,1,0,0,0,0,0
10935, ,WORLD HEALTH STAT Q,5,0,0,0,0,0,0,0,0,0,0,5
10936, ,WORLD HLTH REP 2008,5,0,0,0,0,0,0,0,0,0,5,0
10937, ,WORLD HLTH STAT 2016,5,0,4,0,0,0,0,0,0,0,0,1
10938, ,WORLD J CLIN PEDIAT,5,1,2,1,0,0,1,0,0,0,0,0
10939,3.198,WORLD J EMERG SURG,5,0,1,1,1,1,0,0,0,0,0,1
10940,1.981,WORLD J MENS HEALTH,5,0,0,2,1,2,0,0,0,0,0,0
10941, ,WORLD PRISON POPULAT,5,0,1,2,0,0,0,1,1,0,0,0
10942, ,WORLD REP VIOLENC,5,0,0,0,0,0,0,0,0,0,0,5
10943, ,WORLDWIDE PREVALENCE,5,0,0,0,0,0,0,0,0,0,5,0
10944, ,WWW15 COMP P 24 INT,5,0,0,5,0,0,0,0,0,0,0,0
10945, ,XI BAO YU FEN ZI MIA,5,0,2,0,0,1,2,0,0,0,0,0
10946, ,YEASTS TAX STUD,5,0,0,0,0,0,0,5,0,0,0,0
10947,0.625,YONAGO ACTA MED,5,0,0,0,2,0,0,1,0,0,0,2
10948, ,Z ARB ORGAN,5,0,0,0,0,0,0,0,0,1,0,4
10949, ,Z ARZTL FORTBILD QUA,5,0,0,0,0,0,0,2,0,0,0,3
10950, ,Z ERNAHRUNGSWISS,5,0,0,0,0,0,0,0,0,0,0,5
10951, ,Z MED PSYCHOL,5,0,0,0,0,0,0,0,0,2,0,3
10952, ,Z PADAGOG PSYCHOL,5,0,0,0,0,0,0,1,0,0,0,4
10953, ,Z PFLANZENZUCHT,5,0,0,0,0,0,0,0,0,0,0,5
10954, ,ZDM-MATH EDUC,5,0,1,4,0,0,0,0,0,0,0,0
10955, ,ZENODO,5,2,2,0,0,0,0,0,0,1,0,0
10956, ,ZHEN CI YAN JIU,5,0,1,2,0,0,0,0,0,1,1,0
10957, ,ZHONG YAO CAI,5,0,0,1,0,0,0,0,2,1,0,1
10958, ,ZHONGHUA SHI YAN HE,5,0,0,0,0,0,0,1,0,0,0,4
10959, ,ZITTELIANA,5,0,0,0,3,1,0,0,0,0,0,1
10960, ,ZOOL JAHRB ALLG ZOOL,5,0,0,0,0,0,0,0,0,0,0,5
10961, ,1 COURSE FACTOR ANAL,4,0,0,0,0,0,0,0,0,0,0,4
10962, ,11 IAPR INT C PATT,4,0,0,0,0,0,0,0,0,0,0,4
10963, ,2009 IEEE INT S,4,0,0,0,0,0,0,0,0,4,0,0
10964, ,2009 IEEERSJ INT C,4,0,0,0,0,0,0,0,0,4,0,0
10965, ,2013 IEEE INT C,4,0,0,0,0,4,0,0,0,0,0,0
10966, ,2015 IEEE INT C,4,0,0,4,0,0,0,0,0,0,0,0
10967, ,21 INT AIDS C AIDS 2,4,0,4,0,0,0,0,0,0,0,0,0
10968, ,21 INT JOINT C ART,4,0,0,0,0,0,0,0,0,4,0,0
10969, ,29 EU PVSEC,4,0,0,0,4,0,0,0,0,0,0,0
10970, ,34 ANN CHI C HUM,4,0,4,0,0,0,0,0,0,0,0,0
10971, ,5000 CNRS UMR,4,0,0,0,0,0,0,0,0,0,0,4
10972, ,A GRAEF ARCH KLIN EX,4,0,0,0,0,0,0,0,0,0,0,4
10973, ,A8 U FLOR,4,0,0,0,0,0,0,0,0,0,4,0
10974, ,ABCD-ARQ BRAS CIR DI,4,0,2,0,0,0,1,1,0,0,0,0
10975, ,ACAD NATURAL SCI PHI,4,0,0,0,0,0,0,0,0,0,0,4
10976, ,ACADEME,4,0,0,0,0,0,0,0,0,3,0,1
10977,1.197,ACI STRUCT J,4,0,0,0,0,1,0,0,0,0,0,3
10978, ,ACM SIGGRAPH EUR S C,4,0,0,0,0,0,0,2,0,0,0,2
10979, ,ACM SIGKDD INT C KNO,4,0,0,0,1,0,1,1,0,0,0,1
10980, ,ACM SIGKDD INTERNATI,4,0,0,0,0,0,1,0,1,0,0,2
10981, ,ACM SIGOPS OPERATING,4,0,0,0,0,0,0,0,0,0,0,4
10982,1.760,ACM T COMPUT SYST,4,0,0,0,0,0,1,0,0,0,0,3
10983,2.591,ACM T INFORM SYST SE,4,0,0,1,0,0,0,1,0,0,1,1
10984, ,ACOUSTIC THEOR SPEE,4,0,0,0,0,0,0,0,0,0,0,4
10985,6.131,ACS MACRO LETT,4,0,0,0,2,1,1,0,0,0,0,0
10986, ,ACTA ARCHAEOL-DEN,4,0,0,0,0,0,0,0,0,0,0,4
10987, ,ACTA ARCHAEOL-HUNG,4,0,0,0,0,0,1,0,0,0,0,3
10988, ,ACTA BIOL VENEZ,4,0,0,0,0,0,0,0,0,0,0,4
10989, ,ACTA BIOMED,4,0,0,0,0,0,0,1,0,1,2,0
10990,1.000,ACTA BOT GALLICA,4,0,0,1,0,0,0,0,0,0,0,3
10991, ,ACTA BOT YUNN,4,0,0,0,0,0,0,0,0,0,0,4
10992,0.927,ACTA CARDIOL SIN,4,0,0,0,2,0,2,0,0,0,0,0
10993,0.366,ACTA CLIN CROAT,4,1,0,0,1,0,0,0,2,0,0,0
10994, ,ACTA CRYSTALLOGR,4,0,0,0,0,0,0,0,0,0,0,4
10995,0.561,ACTA ENT MUS NAT PRA,4,0,0,0,3,0,0,0,0,0,0,1
10996, ,ACTA GEOGR SIN,4,0,0,0,0,0,0,0,0,1,0,3
10997,0.729,ACTA HERPETOL,4,0,0,0,0,0,0,3,0,0,1,0
10998, ,ACTA HYDROBIOL,4,0,1,0,0,1,0,0,0,0,0,2
10999, ,ACTA HYDROBIOL SIN,4,0,0,0,0,1,0,0,0,1,2,0
11000, ,ACTA INFORM MED,4,0,1,1,1,0,1,0,0,0,0,0
11001, ,ACTA LIMNOL BRAS,4,0,0,0,0,1,0,0,0,1,0,2
11002, ,ACTA MED HRADEC KRAL,4,0,0,1,0,0,0,0,0,2,0,1
11003, ,ACTA MICROBIOL SIN,4,0,0,0,0,0,0,0,0,0,0,4
11004, ,ACTA PALAEONTOLOGICA,4,0,0,0,0,0,1,0,1,0,0,2
11005,0.463,ACTA PAUL ENFERM,4,0,0,0,1,0,0,2,0,0,0,1
11006, ,ACTA PHYTOPHY SIN,4,0,0,0,0,0,0,1,0,0,0,3
11007,0.604,ACTA VET-BEOGRAD,4,1,0,0,1,0,0,0,0,0,0,2
11008, ,ACTA ZOOLOGICA CRACO,4,0,0,0,0,0,0,0,0,0,0,4
11009, ,ACTA ZOOTAX SIN,4,0,0,0,0,0,1,0,0,0,0,3
11010, ,ACUTE CARD CARE,4,0,0,0,0,0,0,1,1,0,0,2
11011,0.625,ADANSONIA,4,0,0,0,0,0,1,0,0,0,1,2
11012,1.610,ADAPT PHYS ACT Q,4,0,0,0,1,1,0,0,0,0,0,2
11013, ,ADAPTED MIND EVOLUTI,4,0,0,0,0,0,0,0,0,0,0,4
11014, ,ADULT INTELLIGENCE S,4,0,0,0,0,0,0,0,0,1,1,2
11015, ,ADV BIOPHYS,4,0,0,0,0,0,0,0,0,0,0,4
11016,3.358,ADV ENG INFORM,4,0,0,1,0,0,0,1,0,1,1,0
11017, ,ADV HEALTH ECON HEAL,4,0,0,0,1,0,0,0,0,3,0,0
11018, ,ADV INFANCY RES,4,0,0,0,0,0,0,0,0,0,0,4
11019, ,ADV INT CONT,4,0,0,0,0,4,0,0,0,0,0,0
11020, ,ADV KERNEL METHODS S,4,0,0,0,0,0,0,0,0,0,0,4
11021, ,ADV LIMNOL,4,0,0,0,0,0,1,0,0,0,0,3
11022,4.834,ADV MATER INTERFACES,4,1,2,0,1,0,0,0,0,0,0,0
11023, ,ADV MED EDUC PRACT,4,0,0,4,0,0,0,0,0,0,0,0
11024,1.443,ADV NEONAT CARE,4,0,1,0,2,0,0,0,0,0,0,1
11025, ,ADV NEUROBIOL,4,0,0,0,3,0,0,1,0,0,0,0
11026, ,ADV ORTHOP,4,0,0,1,0,1,2,0,0,0,0,0
11027, ,ADV PEDIATR,4,0,0,1,0,0,0,0,0,0,0,3
11028, ,ADV PSYCHOL SCI,4,0,0,0,1,2,1,0,0,0,0,0
11029,12.441,ADV SCI,4,1,1,1,0,0,0,0,0,0,0,1
11030, ,AFFECTIVE COMPUTING,4,0,0,0,0,0,1,2,0,0,0,1
11031, ,AFR J BUS MANAGE,4,0,0,0,0,0,0,3,1,0,0,0
11032, ,AFR J CLIN EXPT,4,0,0,0,0,1,0,0,0,1,0,2
11033, ,AFR J DISABILITY,4,0,0,1,1,1,1,0,0,0,0,0
11034, ,AFR POPULATION S,4,0,0,2,0,1,0,1,0,0,0,0
11035, ,AGEING INT,4,0,1,0,0,1,0,0,0,1,0,1
11036, ,AGR AGR SCI PROC,4,0,0,3,0,0,0,0,1,0,0,0
11037, ,AGR FOOD SECURITY,4,1,1,0,0,0,2,0,0,0,0,0
11038, ,AGR HANDB USDA,4,0,0,0,0,0,0,0,0,1,0,3
11039, ,AGR RES,4,0,0,0,1,2,1,0,0,0,0,0
11040, ,AGR TEC,4,0,0,0,0,0,0,0,0,0,0,4
11041, ,AGRICULTURE-BASEL,4,0,0,4,0,0,0,0,0,0,0,0
11042, ,AGRONOMY MONOGR,4,0,0,0,0,0,0,0,0,0,0,4
11043, ,AIAA MOD SIM TECHN C,4,0,0,0,0,1,1,0,0,0,0,2
11044, ,AIDS NUMB 2015,4,0,0,4,0,0,0,0,0,0,0,0
11045, ,AIDS READ,4,0,0,0,0,0,0,0,0,0,0,4
11046, ,AIDS RES TREATMENT,4,0,1,0,1,0,1,1,0,0,0,0
11047, ,AIMS MICROBIOL,4,1,2,1,0,0,0,0,0,0,0,0
11048, ,ALISO,4,0,0,0,1,0,0,0,0,0,0,3
11049, ,ALT REPR TACT INT,4,0,0,0,0,0,0,0,0,0,4,0
11050, ,AM COLL HLTH ASS NAT,4,0,1,1,1,0,0,0,0,0,1,0
11051, ,AM J AGR BIOL SCI,4,0,1,1,0,0,0,0,0,2,0,0
11052, ,AM J CARDIOVASC DIS,4,0,1,0,0,1,1,1,0,0,0,0
11053, ,AM J EXPT AGR,4,0,0,0,2,2,0,0,0,0,0,0
11054, ,AM J ORTHOP BELLE ME,4,0,0,0,0,0,0,1,0,0,0,3
11055, ,AM J PEDIAT HEMATOL,4,0,0,0,0,0,0,0,0,0,0,4
11056, ,AM J ROENTGENOL RA,4,0,0,0,0,0,0,0,0,0,0,4
11057, ,AM J TROP MED,4,0,0,0,0,0,0,0,0,0,0,4
11058, ,AM POLIT RES,4,0,0,0,1,0,0,0,1,1,0,1
11059, ,AM SOCIOL,4,0,1,0,0,0,0,0,0,0,0,3
11060, ,AMAZONIANA,4,0,0,0,0,0,0,0,0,0,0,4
11061, ,AMBER 10,4,0,0,0,0,0,0,0,0,0,4,0
11062, ,AMPH DECL CONS STAT,4,0,0,0,0,0,0,0,0,0,0,4
11063, ,AN I PATAGONIA,4,0,0,0,0,0,0,0,1,1,0,2
11064, ,ANAL GENE EXPRESSION,4,0,0,0,0,0,0,0,0,0,0,4
11065, ,ANAL WILDLIFE RADIO,4,0,0,0,0,0,0,0,0,0,0,4
11066, ,ANALYSIS,4,0,1,1,0,0,0,0,0,0,0,2
11067, ,ANATOMY DICOTYLEDONS,4,0,0,0,0,0,0,0,0,0,0,4
11068, ,ANIM BEHAV EVOLUTI,4,0,0,0,0,1,0,0,0,0,0,3
11069, ,ANIM BIOTELEM,4,0,0,1,1,2,0,0,0,0,0,0
11070, ,ANIM PERSONALITIES,4,0,0,0,0,4,0,0,0,0,0,0
11071, ,ANIM PHYSIOL ADAPTAT,4,0,0,0,0,0,0,0,0,0,0,4
11072, ,ANN AM ASSOC GEOGR,4,0,3,0,0,0,0,0,0,0,0,1
11073, ,ANN BIOL RES,4,0,0,0,0,0,0,3,1,0,0,0
11074, ,ANN CHIR GYNAECOL,4,0,0,0,0,0,0,0,0,0,0,4
11075, ,ANN CONV INT SOC TRA,4,0,0,0,0,0,0,0,0,0,0,4
11076, ,ANN DEP ANTIQUITIES,4,0,0,0,0,0,0,1,0,0,1,2
11077,1.051,ANN DERMATOL VENER,4,0,0,0,0,0,0,0,1,0,0,3
11078,4.768,ANN MATH,4,0,0,0,1,0,0,0,0,0,0,3
11079,0.899,ANN MATH ARTIF INTEL,4,0,1,1,0,0,0,1,0,0,0,1
11080, ,ANN NEUROSCI,4,0,0,1,2,1,0,0,0,0,0,0
11081, ,ANN PALLIAT MED,4,0,0,4,0,0,0,0,0,0,0,0
11082,0.373,ANN PATHOL,4,0,0,0,0,0,0,0,0,1,0,3
11083, ,ANN PHARM FR,4,0,0,0,0,0,0,1,0,0,0,3
11084, ,ANN REP EXPLORATI,4,0,0,0,0,0,0,0,0,0,0,4
11085, ,ANN REV FISH DIS,4,0,0,0,0,0,0,0,0,0,0,4
11086, ,ANN SOC BELG MED TR,4,0,0,0,0,0,0,0,0,0,0,4
11087, ,ANN SOC ROY ZOOL BEL,4,0,0,0,0,0,0,0,0,0,0,4
11088, ,ANN VASCULAR DIS,4,0,0,0,3,1,0,0,0,0,0,0
11089, ,ANNU PLANT REV,4,0,0,2,1,0,0,0,0,0,0,1
11090,2.320,ANNU REV CONTROL,4,0,0,1,0,0,1,0,0,0,0,2
11091, ,ANNU REV GERONTOL GE,4,0,1,1,0,1,1,0,0,0,0,0
11092,3.290,ANNU REV STAT APPL,4,1,1,1,1,0,0,0,0,0,0,0
11093, ,ANT RES THREATS US,4,0,0,0,0,4,0,0,0,0,0,0
11094, ,ANTARCT ECOL,4,0,0,0,0,0,0,0,4,0,0,0
11095, ,ANTARCT RES SER,4,0,0,0,0,0,0,0,0,0,0,4
11096, ,ANTHROPOMETRIC INDIC,4,0,0,0,0,0,0,0,0,0,0,4
11097, ,ANTHROPOZOOLOGICA,4,0,0,0,1,0,1,0,0,1,1,0
11098, ,ANTIOXIDANTS,4,0,0,3,1,0,0,0,0,0,0,0
11099, ,ANURAN COMMUN,4,0,0,0,0,0,0,0,0,0,0,4
11100, ,APHIDS THEIR BIOL NA,4,0,0,0,0,0,0,0,0,0,0,4
11101, ,APHIDS WORLDS CROPS,4,0,0,0,0,0,0,0,0,0,0,4
11102, ,APJCP,4,1,1,0,0,1,0,0,0,0,0,1
11103, ,APPL BIOINFORMATICS,4,0,0,0,0,0,0,0,0,0,0,4
11104,2.833,APPL COMPUT HARMON A,4,0,0,0,0,0,0,0,2,0,2,0
11105, ,APPL DEMOGRAPHY BIOL,4,0,0,0,0,0,0,0,0,0,0,4
11106,1.538,APPL MATH MECH-ENGL,4,0,2,0,1,1,0,0,0,0,0,0
11107, ,APPL NONLINEAR CONTR,4,0,0,0,0,0,0,0,0,0,0,4
11108, ,APPL RES COMPUTERS,4,0,0,0,2,0,1,0,1,0,0,0
11109, ,APPL RES QUAL LIFE,4,0,1,1,2,0,0,0,0,0,0,0
11110, ,APPL SPORT PSYCHOL P,4,0,0,0,0,0,0,0,0,0,0,4
11111, ,AQUAT ECOL SER,4,0,0,0,0,0,0,0,2,2,0,0
11112, ,AQUATIC PHOTOSYNTHES,4,0,0,0,0,2,0,0,0,0,0,2
11113,1.092,ARAB J SCI ENG,4,0,2,0,2,0,0,0,0,0,0,0
11114, ,ARCGIS,4,0,0,0,0,0,1,0,0,2,0,1
11115, ,ARCGIS DESKT,4,0,0,0,0,0,0,3,0,0,0,1
11116,0.732,ARCH CLIN PSYCHIAT,4,0,0,0,0,0,1,0,1,0,0,2
11117,6.605,ARCH COMPUT METHOD E,4,0,0,2,0,1,0,0,0,0,1,0
11118, ,ARCH FACIAL PLAST S,4,0,0,0,0,0,0,0,0,1,1,2
11119, ,ARCH PATHOL,4,0,0,0,0,0,0,0,0,0,0,4
11120, ,ARCH PHYTOPATH PLANT,4,0,0,0,1,1,0,0,1,0,1,0
11121, ,ARCH PREHISTORIA LEV,4,0,0,0,0,0,0,0,0,0,0,4
11122, ,ARCH PSYCHOLOGIE,4,0,0,0,0,0,0,0,0,0,0,4
11123, ,ARCH SOC ESP OFTALMO,4,0,1,0,0,1,1,0,0,0,0,1
11124, ,ARCH ZOOTEC,4,0,0,1,1,0,0,1,0,0,0,1
11125, ,ARCHAEOLOGY,4,0,0,0,0,1,1,1,0,0,0,1
11126, ,ARCHAOL KORRESPONDEN,4,0,0,0,0,0,0,1,0,0,0,3
11127,1.117,ARH HIG RADA TOKSIKO,4,0,0,1,0,0,0,1,1,0,1,0
11128,1.048,ARKIVOC,4,0,0,1,0,0,1,0,0,0,0,2
11129, ,ARQ BRAS PSICOL APL,4,0,0,1,0,0,0,0,0,0,1,2
11130, ,ARTHRITIS RHEUM,4,0,1,0,0,1,0,1,0,0,0,1
11131,1.703,ARTHROPOD SYST PHYLO,4,0,1,1,0,0,0,0,1,0,0,1
11132, ,ARTIFICIAL REEFS EUR,4,0,0,0,0,0,0,0,0,0,0,4
11133, ,ARTS HEALTH,4,0,0,1,0,0,1,1,1,0,0,0
11134, ,ARVORES BRASILEIRAS,4,0,0,0,0,0,0,0,0,1,1,2
11135, ,ARXIV13013781,4,0,0,0,0,4,0,0,0,0,0,0
11136, ,ARXIV14065823,4,0,0,0,4,0,0,0,0,0,0,0
11137, ,ASCO ANN M P,4,0,0,1,1,0,0,0,1,0,0,1
11138, ,ASIA PAC EDUC REV,4,0,1,0,0,0,0,0,2,0,0,1
11139, ,ASIA PAC VIEWP,4,0,0,0,0,0,1,0,0,0,0,3
11140,1.416,ASIA-PAC PSYCHIAT,4,0,0,0,1,2,1,0,0,0,0,0
11141, ,ASIAN J ANIM VET ADV,4,0,0,0,0,0,0,2,0,1,1,0
11142, ,ASIAN J BIOCH,4,0,0,0,0,0,0,3,0,0,1,0
11143, ,ASIAN J TRANSFUS SCI,4,0,2,0,1,0,1,0,0,0,0,0
11144, ,ASIAN POPUL STUD,4,0,0,2,0,0,0,0,0,1,0,1
11145,1.461,ASLIB J INFORM MANAG,4,0,0,3,1,0,0,0,0,0,0,0
11146, ,ASS IOD DEF DIS MON,4,0,0,0,0,0,0,0,0,0,0,4
11147, ,ASSAY GUIDANCE MANUA,4,0,0,0,1,0,0,0,0,0,0,3
11148, ,AUST J BASIC APPL SC,4,0,0,0,1,0,1,0,2,0,0,0
11149, ,AUSTRALAS EMERG NURS,4,0,0,1,1,0,1,0,0,0,1,0
11150, ,AUSTRALAS PLANT DIS,4,0,0,0,0,0,1,2,1,0,0,0
11151, ,AUTH GUID,4,2,1,0,0,0,0,0,0,0,0,1
11152, ,AUTISM DIAGN OB,4,0,0,0,0,1,1,0,0,0,1,1
11153, ,AUTOIMMUNE DIS,4,0,0,1,1,0,1,0,1,0,0,0
11154,1.436,AVIAN CONSERV ECOL,4,0,0,0,1,2,0,0,1,0,0,0
11155, ,AVIAN MED PRINCIPLES,4,0,0,0,0,0,0,0,0,0,0,4
11156, ,AXE AGE ACHEULIAN TO,4,0,0,0,0,0,0,0,0,0,0,4
11157, ,AYU,4,0,0,0,1,0,1,1,1,0,0,0
11158, ,B AM SCH ORIENTAL RE,4,0,1,0,0,0,0,0,0,0,0,3
11159, ,B BR MUS NAT HIS Z,4,0,0,0,0,0,0,0,0,0,0,4
11160, ,B BRIT ORNITHOL CLUB,4,0,0,1,0,0,0,0,0,0,0,3
11161, ,B BRIT ORNITHOLOGIST,4,0,0,0,0,0,0,0,0,0,0,4
11162, ,B EPID SANTE ANIM AL,4,0,0,2,0,1,1,0,0,0,0,0
11163, ,B FISH RES BOARD CAN,4,0,0,0,0,0,0,0,0,0,0,4
11164, ,B I OCEANOGR MONACO,4,0,0,0,0,0,0,0,0,0,0,4
11165,0.214,B MALARIOL SALUD AMB,4,0,0,1,0,0,0,1,1,0,1,0
11166, ,B MED LIBR ASSOC,4,0,0,0,0,0,0,0,0,0,0,4
11167, ,B MUS CIV ST NAT VEN,4,0,0,0,0,0,0,0,0,0,0,4
11168, ,B N M MUS NAT HIS,4,0,0,0,0,1,0,0,0,0,0,3
11169, ,B OEPP EPPO B,4,0,0,0,1,1,0,0,1,0,0,1
11170,1.361,B POL ACAD SCI-TECH,4,0,0,1,0,0,2,0,1,0,0,0
11171, ,B SOC BELG OPHTHALM,4,0,0,0,0,0,0,1,0,0,0,3
11172, ,B SPEC ED,4,0,0,0,0,0,0,0,0,0,1,3
11173, ,B TOKYO DENT COLL,4,0,0,0,0,0,0,0,0,0,0,4
11174, ,BACULOVIRUS MOL BIOL,4,0,0,0,0,4,0,0,0,0,0,0
11175, ,BAILLIERE CLIN ENDOC,4,0,0,0,0,0,0,0,0,0,0,4
11176,0.214,BANGL J BOT,4,0,1,1,1,0,0,0,0,0,0,1
11177, ,BANGLADESH MED RES C,4,0,0,0,0,0,1,0,0,1,0,2
11178, ,BASIC PROCESSES READ,4,0,0,0,0,0,0,0,0,0,0,4
11179,3.886,BASIN RES,4,0,0,1,0,0,0,1,0,0,1,1
11180, ,BAT ECOL,4,0,0,0,0,0,0,0,0,0,0,4
11181, ,BAYESIAN DATA ANAL E,4,0,0,4,0,0,0,0,0,0,0,0
11182, ,BBA CLIN,4,0,1,1,2,0,0,0,0,0,0,0
11183, ,BDHS BANGL DEM HLTH,4,0,0,0,1,0,0,1,0,0,0,2
11184, ,BE J MACROECON,4,1,0,0,0,1,1,0,0,0,0,1
11185, ,BECK DEPRESSIONS INV,4,0,0,0,0,0,0,0,0,0,0,4
11186, ,BEES WORLD,4,0,0,0,0,0,0,0,0,0,0,4
11187, ,BEGINNING AGE MAMMAL,4,0,0,0,0,0,0,0,0,1,0,3
11188, ,BEH RISK FACT SURV S,4,0,0,1,1,0,0,0,0,0,0,2
11189, ,BEHAV ASSESSMENT SYS,4,0,0,0,0,0,0,0,0,0,0,4
11190, ,BELIEF ATTITUDE INTE,4,0,0,0,0,0,0,0,0,0,0,4
11191, ,BERNISSART DINOSAURS,4,0,0,0,0,0,4,0,0,0,0,0
11192, ,BFPP-CONNAISS GEST P,4,0,0,0,0,0,0,0,0,0,0,4
11193, ,BIG DATA SOC,4,0,1,3,0,0,0,0,0,0,0,0
11194,1.489,BIG DATA-US,4,0,1,1,2,0,0,0,0,0,0,0
11195, ,BIOC INT MAN OILS,4,0,0,0,0,0,0,0,4,0,0,0
11196, ,BIOCHEMICA,4,0,0,0,0,0,0,0,0,0,0,4
11197, ,BIODIVERS INFORM,4,0,0,1,0,0,0,0,0,0,0,3
11198, ,BIOENG BUGS,4,0,0,0,0,0,0,2,2,0,0,0
11199,0.784,BIOFUELS-UK,4,0,0,0,0,0,2,1,1,0,0,0
11200, ,BIOIMPACTS,4,0,1,0,0,0,2,1,0,0,0,0
11201, ,BIOL,4,0,0,0,0,0,0,0,1,0,0,3
11202,1.106,BIOL AGRIC HORTIC,4,1,0,0,0,0,0,0,0,0,0,3
11203, ,BIOL CONSERVATION SE,4,0,0,0,0,0,0,0,0,0,0,4
11204,0.690,BIOL ENVIRON,4,0,0,0,0,0,0,0,0,1,0,3
